edition	item_index	kr	en	jp
CAFE	330	딸기 수플레 팬케이크	Strawberry Soufflé Pancake	イチゴスフレパンケーキ
CAFE	331	딸기 크림치즈 베이글	Strawberry Cream Cheese Bagel	イチゴクリームチーズベーグル
CAFE	332	블루베리 수플레 팬케이크	Blueberry Soufflé Pancake	ブルーベリースフレパンケーキ
CAFE	333	블루베리 베이글 반죽	Blueberry Bagel Dough	ブルーベリーベーグル生地
CAFE	334	블루베리 베이글	Blueberry Bagel	ブルーベリーベーグル
CAFE	335	아이스크림	Ice Cream	アイスクリーム
CAFE	336	딸기 아이스크림	Strawberry Ice Cream	イチゴアイス
CAFE	337	초코 아이스크림	Chocolate Ice Cream	チョコアイス
CAFE	338	녹차 아이스크림	Matcha Ice Cream	抹茶アイス
CAFE	339	바닐라 아이스크림	Vanilla Ice Cream	バニラアイス
CAFE	340	밀크 셰이크	Milkshake	ミルクシェイク
CAFE	341	딸기 셰이크	Strawberry Shake	イチゴシェイク
CAFE	342	초코 셰이크	Chocolate Shake	チョコシェイク
CAFE	343	녹차 셰이크	Matcha Shake	抹茶シェイク
CAFE	344	바닐라 셰이크	Vanilla Shake	バニラシェイク
CAFE	345	민트초코 아이스크림	Mint Chocolate Ice Cream	チョコミントアイス
CAFE	346	민트초코 셰이크	Mint Chocolate Shake	チョコミントシェイク
CAFE	347	블루베리 파르페	Blueberry Parfait	ブルーベリーパフェ
CAFE	348	바나나 파르페	Banana Parfait	バナナパフェ
CAFE	349	망고 파르페	Mango Parfait	マンゴーパフェ
CAFE	350	멜론 파르페	Melon Parfait	メロンパフェ
CAFE	351	얼음	Ice	氷
CAFE	352	얼음물	Ice Water	氷水
CAFE	353	파이 생지	Pie Dough	パイ生地
CAFE	354	타르트 생지	Tart Dough	タルト生地
CAFE	355	사과	Apple	リンゴ
CAFE	356	썬 사과	Sliced Apple	薄切りリンゴ
CAFE	357	생 호두 파이	Raw Walnut Pie	クルミパイ（焼く前）
CAFE	358	호두 파이	Walnut Pie	クルミパイ
CAFE	359	생 딸기 파이	Raw Strawberry Pie	イチゴパイ（焼く前）
CAFE	360	딸기 파이	Strawberry Pie	イチゴパイ
CAFE	361	생 사과 파이	Raw Apple Pie	アップルパイ（焼く前）
CAFE	362	사과 파이	Apple Pie	アップルパイ
CAFE	363	생 블루베리 파이	Raw Blueberry Pie	ブルーベリーパイ（焼く前）
CAFE	364	블루베리 파이	Blueberry Pie	ブルーベリーパイ
CAFE	365	생 호두 타르트	Raw Walnut Tart	クルミタルト（焼く前）
CAFE	366	호두 타르트	Walnut Tart	クルミタルト
CAFE	367	생 에그 타르트	Raw Egg Tart	エッグタルト（焼く前）
CAFE	368	에그 타르트	Egg Tart	エッグタルト
CAFE	369	구운 타르트 지	Baked Tart Shell	焼いたタルト台
CAFE	370	딸기 타르트	Strawberry Tart	イチゴタルト
CAFE	371	사과 타르트	Apple Tart	アップルタルト
CAFE	372	블루베리 타르트	Blueberry Tart	ブルーベリータルト
CAFE	373	베리베리 타르트	Mixed Berry Tart	ミックスベリータルト
CAFE	374	망고 타르트	Mango Tart	マンゴータルト
CAFE	375	초코 타르트	Chocolate Tart	チョコタルト
CAFE	376	생 크림치즈 타르트	Raw Cream Cheese Tart	クリームチーズタルト（焼く前）
CAFE	377	크림치즈 타르트	Cream Cheese Tart	クリームチーズタルト
CAFE	378	탄산수	Sparkling Water	炭酸水
CAFE	379	레몬	Lemon	レモン
CAFE	380	썬 레몬	Sliced Lemon	薄切りレモン
CAFE	381	레몬즙	Lemon Juice	レモン汁
CAFE	382	자몽	Grapefruit	グレープフルーツ
CAFE	383	썬 자몽	Sliced Grapefruit	薄切りグレープフルーツ
CAFE	384	자몽 주스	Grapefruit Juice	グレープフルーツジュース
CAFE	385	레몬+물	Lemon+Water	レモン＋水
CAFE	386	레몬차	Lemon Tea	レモンティー
CAFE	387	자몽+물	Grapefruit+Water	グレープフルーツ＋水
CAFE	388	자몽차	Grapefruit Tea	グレープフルーツティー
CAFE	389	사과+물	Apple+Water	リンゴ＋水
CAFE	390	사과차	Apple Tea	アップルティー
CAFE	391	사과 주스	Apple Juice	アップルジュース
CAFE	392	사과 에이드	Apple Fizz	アップルソーダ
CAFE	393	레몬 에이드	Lemon Fizz	レモンソーダ
CAFE	394	자몽 에이드	Grapefruit Fizz	グレープフルーツソーダ
CAFE	395	딸기 에이드	Strawberry Fizz	イチゴソーダ
CAFE	396	블루베리 에이드	Blueberry Fizz	ブルーベリーソーダ
CAFE	397	망고 에이드	Mango Fizz	マンゴーソーダ
CAFE	398	물	Water	水
GC	0	탄 음식	Burnt Food	焦げ物
GC	1	양산형 칼	Butter Knife	安物のナイフ
GC	2	탄소강 칼	Carbon-Steel Knife	炭素鋼ナイフ
GC	3	휴대용 칼	Portable Knife	携帯ナイフ
GC	4	날카로운 칼	Sharp Knife	鋭いナイフ
GC	5	겐지의 단검	Genji's Dagger	ゲンジの脇差
GC	6	고급 부엌칼	Kitchen Knife	キッチンナイフ
GC	7	헤드셰프의 칼	Head Chef's Knife	ヘッドシェフの包丁
GC	8	에너지 드링크	Energy Drink	エナジードリンク
GC	9	싼데비슷한 드링크	Sandevistan	怪しいスタンド
GC	10	점프 부츠	Jump Boots	ジャンプブーツ
GC	11	조미료 팩	Seasoning Packets	調味料パック
GC	12	청소기	Vacuum	掃除機
GC	13	대시 부츠	Dash Boots	ダッシュブーツ
GC	14	텔레포트 스펠	Teleport Spell	テレポートスペル
GC	15	요리 복사 스펠	Food Dupe Spell	料理複製スペル
GC	16	토치	Gas Torch	ガストーチ
GC	17	서빙볼	ServingBall	サービングボール
GC	18	$100	$100	$100
GC	19	보존식 박스	Food Box	保存食ボックス
GC	20	냉각총	Freeze Gun	冷却銃
GC	21	고추장	Red Pepper Paste	コチュジャン
GC	22	간장 소스	Sweet Soy Sauce	醤油ソース
GC	23	양념 소스	Sweet&Spicy Sauce	ヤンニョムソース
GC	24	육수	Broth	出汁
GC	25	끓인 육수	Boiled Broth	煮出し
GC	26	소고기	Beef	牛肉
GC	27	스테이크	Steak	ステーキ
GC	28	썬 소고기	Sliced Beef	薄切り牛肉
GC	29	구운 소고기	Grilled Beef	焼いた牛肉
GC	30	다진 소고기	Minced Beef	牛ひき肉
GC	31	볶은 소고기	Stir-fried Beef	炒めた牛肉
GC	32	소고기 수육	Boiled Beef	ゆで牛肉
GC	33	썬 소고기 수육	Sliced Boiled Beef	薄切りしたゆで牛肉
GC	34	소고기+육수	Beef+Broth	牛肉＋出汁
GC	35	갈비탕	Beef Short Rib Soup	カルビタン
GC	36	돼지고기	Pork	ポーク
GC	37	직화구이 족발	Char-grilled Pork Trotters	チョッパルの直火焼き
GC	38	썬 돼지고기	Sliced Pork	薄切りポーク
GC	39	구운 돼지고기	Grilled Pork	焼いたポーク
GC	40	다진 돼지고기	Minced Pork	ポークミンチ
GC	41	볶은 돼지고기	Stir-fried Pork	炒めたポーク
GC	42	돼지 수육	Boiled Pork	ボイルドポーク
GC	43	썬 돼지 수육	Sliced Boiled Pork	薄切りボイルドポーク
GC	44	국밥	Rice Soup	クッパ
GC	45	소고기국밥	Beef Rice Soup	牛肉クッパ
GC	46	돼지국밥	Pork Rice Soup	ポーククッパ
GC	47	삼겹덮밥	Pork Belly Rice Bowl	サムギョプサル丼
GC	48	소고기+간장	Beef+Soy Sauce	牛肉＋醤油
GC	49	소불고기	Beef Bulgogi	牛プルコギ
GC	50	돼지고기+간장	Pork+Soy Sauce	ポーク＋醤油
GC	51	돼지불고기	Pork Bulgogi	ポークプルコギ
GC	52	불고기덮밥	Bulgogi Rice Bowl	プルコギ丼
GC	53	돼지고기+양념	Pork+Sweet&Spicy Sauce	ポーク＋ヤンニョムソース
GC	54	돼지 주물럭	Marinated Pork	ポークの甘辛炒め
GC	55	제육볶음	Spicy Pork	ジェユクポックム
GC	56	제육덮밥	Spicy Pork Rice Bowl	ジェユク丼
GC	57	작은 공기밥	Small Steamed Rice	小盛りご飯
GC	58	주먹밥	Rice Ball	おにぎり
GC	59	간장+공기밥	Soy Sauce Rice	醤油ご飯
GC	60	참치	Tuna	マグロ
GC	61	손질한 참치	Sliced Tuna	捌いたマグロ
GC	62	참치회	Tuna Sashimi	マグロの刺身
GC	63	참치초밥	Tuna Sushi	マグロ寿司
GC	64	참치장	Soy Sauce Marinated Tuna	マグロ漬け
GC	65	참치덮밥	Tuna Rice Bowl	鉄火丼
GC	66	장어	Eel	ウナギ
GC	67	손질한 장어	Sliced Eel	捌いたウナギ
GC	68	장어구이	Grilled Eel	焼きウナギ
GC	69	장어+간장	Eel+Soy Sauce	ウナギ＋醤油
GC	70	양념 장어구이	Sweet&Spicy Grilled Eel	ウナギの蒲焼き
GC	71	장어초밥	Eel Sushi	ウナギ寿司
GC	72	장어덮밥	Eel Rice Bowl	うな丼
GC	73	달걀	Egg	卵
GC	74	삶은 달걀	Boiled Egg	ゆで卵
GC	75	깐 달걀	Peeled Egg	殻剥き卵
GC	76	계란 후라이	Fried Egg	目玉焼き
GC	77	섞인 달걀	Mixed Egg	溶き卵
GC	78	스크램블 에그	Scrambled Egg	スクランブルエッグ
GC	79	계란찜	Steamed Egg	茶碗蒸し
GC	80	계란말이	Rolled Omelette	卵焼き
GC	81	계란초밥	Egg Sushi	卵寿司
GC	82	계란장어덮밥	Egg & Eel Rice Bowl	うな玉丼
GC	83	연어	Salmon	サーモン
GC	84	손질한 연어	Sliced Salmon	捌いたサーモン
GC	85	연어회	Salmon Sashimi	サーモンの刺身
GC	86	연어초밥	Salmon Sushi	サーモン寿司
GC	87	연어장	Soy Sauce Marinated Salmon	サーモン漬け
GC	88	연어덮밥	Salmon Rice Bowl	サーモン丼
GC	89	간장계란밥	Soy Sauce Egg Rice	卵かけご飯
GC	90	쌀 반죽	Rice Dough	米粉生地
GC	91	핀 쌀 반죽	Rolled Rice Dough	伸ばした米粉生地
GC	92	라이스 페이퍼	Rice Paper	ライスペーパー
GC	93	불린 라이스 페이퍼	Soaked Rice Paper	水で戻したライスペーパー
GC	94	쌀국수 면	Rice Noodles	ライスヌードル
GC	95	삶은 쌀국수 면	Boiled Rice Noodles	ゆでライスヌードル
GC	96	쌀국수	Rice Noodle Soup	ライスヌードルスープ
GC	97	야채	Vegetables	野菜
GC	98	썬 야채	Sliced Vegetables	薄切り野菜
GC	99	다진 야채	Minced Vegetables	みじん切り野菜
GC	100	돼지+야채	Pork+Vegetables	ポーク＋野菜
GC	101	생 고기짜조	Raw Meat Spring Roll	生肉チャーゾー
GC	102	고기짜조	Fried Meat Spring Roll	肉チャーゾー
GC	103	새우	Shrimp	エビ
GC	104	구운 새우	Grilled Shrimp	焼いたエビ
GC	105	삶은 새우	Boiled Shrimp	ゆでエビ
GC	106	새우+야채	Shrimp+Vegetables	エビ＋野菜
GC	107	생 새우짜조	Raw Shrimp Spring Roll	生エビチャーゾー
GC	108	새우짜조	Fried Shrimp Spring Roll	エビチャーゾー
GC	109	월남쌈 베이스	Fresh Spring Roll Base	生春巻きベース
GC	110	야채 월남쌈	Vegetable Fresh Spring Roll	野菜の生春巻き
GC	111	돼지+월남쌈	Pork+Fresh Spring Roll	ポーク＋生春巻き
GC	112	고기 월남쌈	Meat Fresh Spring Roll	肉入り生春巻き
GC	113	새우+월남쌈	Shrimp+Fresh Spring Roll	エビ＋生春巻き
GC	114	새우 월남쌈	Shrimp Fresh Spring Roll	エビの生春巻き
GC	115	새우 쌀국수	Shrimp Rice Noodle Soup	エビフォー
GC	116	쌀국수 면+간장	Rice Noodles+Soy Sauce	ライスヌードル＋醤油
GC	117	면+간장+야채	Noodles+Soy Sauce+Vegetables	麺＋醤油＋野菜
GC	118	면+간장+새우	Noodles+Soy Sauce+Shrimp	麺＋醤油＋エビ
GC	119	면+간장+돼지	Noodles+Soy Sauce+Pork	麺＋醤油＋ポーク
GC	120	야채 팟타이	Vegetable Pad Thai	野菜パッタイ
GC	121	새우 팟타이	Shrimp Pad Thai	エビパッタイ
GC	122	분짜	Bun cha	ブンチャー
GC	123	볶은 쌀	Stir-fried Rice	炒めたご飯
GC	124	볶음밥	Fried Rice	炒飯
GC	125	필라프	Pilaf	ピラフ
GC	126	커리 가루	Curry Powder	カレーパウダー
GC	127	커리	Curry	カレー
GC	128	카레라이스	Curry Rice	カレーライス
GC	129	닭고기	Chicken	鶏肉
GC	130	직화구이 통닭	Char-grilled Whole Chicken	丸鶏の直火焼き
GC	131	삶은 닭고기	Boiled Chicken	ゆで鶏肉
GC	132	썬 닭고기	Sliced Chicken	薄切り鶏肉
GC	133	구운 닭	Grilled Chicken	焼いた鶏肉
GC	134	썬 삶은 닭고기	Sliced Boiled Chicken	薄切りしたゆで鶏肉
GC	135	조각낸 닭고기	Chopped Chicken	角切り鶏肉
GC	136	볶은 닭	Stir-fried Chicken	炒めた鶏肉
GC	137	커리+닭고기	Curry+Chicken	カレー＋鶏肉
GC	138	탄두리 치킨	Tandoori Chicken	タンドリーチキン
GC	139	병아리콩	Chickpeas	ひよこ豆
GC	140	삶은 콩	Boiled Chickpeas	ゆでひよこ豆
GC	141	치킨 필라프	Chicken Pilaf	チキンピラフ
GC	142	병아리콩 커리	Chickpea Curry	ひよこ豆カレー
GC	143	콩밥	Bean Rice	豆ご飯
GC	144	병아리콩 필라프	Chickpea Pilaf	ひよこ豆ピラフ
GC	145	양고기	Lamb	ラム肉
GC	146	양고기 구이	Lamb Roast	焼いたラム肉
GC	147	썬 양고기	Sliced Lamb	薄切りラム肉
GC	148	볶은 양고기	Stir-fried Lamb	炒めたラム肉
GC	149	양고기 필라프	Lamb Pilaf	ラムピラフ
GC	150	양고기 커리	Lamb Curry	ラムカレー
GC	151	닭고기 커리	Chicken Curry	チキンカレー
GC	152	커리+익은 쌀	Curry+Cooked Rice	カレー＋炊いた米
GC	153	커리 필라프	Curry Pilaf	カレーピラフ
GC	154	익은 쌀	Cooked Rice	炊いた米
GC	155	육수+익은 쌀	Broth+Cooked Rice	出汁＋炊いた米
GC	156	리소토	Risotto	リゾット
GC	157	파스타	Pasta	パスタ
GC	158	삶은 파스타	Boiled Pasta	ゆでパスタ
GC	159	미트 소스+파스타	Meat Sauce+Pasta	ミートソース＋パスタ
GC	160	토마토	Tomato	トマト
GC	161	구운 토마토	Grilled Tomato	焼きトマト
GC	162	썬 토마토	Sliced Tomato	薄切りトマト
GC	163	뭉갠 토마토	Mashed Tomato	潰したトマト
GC	164	토마토 소스	Tomato Sauce	トマトソース
GC	165	크림 소스	Cream Sauce	クリームソース
GC	166	로제 소스	Creamy Tomato Sauce	トマトクリームソース
GC	167	새우+육수+익은 쌀	Shrimp+Broth+Cooked Rice	エビ＋出汁＋炊いた米
GC	168	새우 리소토	Shrimp Risotto	エビリゾット
GC	169	토마토+익은 쌀	Tomato+Cooked Rice	トマト＋炊いた米
GC	170	토마토 리소토	Tomato Risotto	トマトリゾット
GC	171	크림+익은 쌀	Cream+Cooked Rice	クリーム＋炊いた米
GC	172	크림 리소토	Cream Risotto	クリームリゾット
GC	173	로제+익은 쌀	Creamy Tomato+Cooked Rice	トマトクリーム＋炊いた米
GC	174	로제 리소토	Creamy Tomato Risotto	トマトクリームリゾット
GC	175	새우+토마토+익은 쌀	Shrimp+Tomato+Cooked Rice	エビ＋トマト＋炊いた米
GC	176	새우 토마토 리소토	Shrimp Tomato Risotto	エビトマトリゾット
GC	177	새우+크림+익은 쌀	Shrimp+Cream+Cooked Rice	エビ＋クリーム＋炊いた米
GC	178	새우 크림 리소토	Shrimp Cream Risotto	エビクリームリゾット
GC	179	새우+로제+익은 쌀	Shrimp+Creamy Tomato+Cooked Rice	エビ＋トマトクリーム＋炊いた米
GC	180	새우 로제 리소토	Shrimp Creamy Tomato Risotto	エビトマトクリームリゾット
GC	181	새우+파스타	Shrimp+Pasta	エビ＋パスタ
GC	182	새우 파스타	Shrimp Pasta	エビパスタ
GC	183	토마토+파스타	Tomato+Pasta	トマト＋パスタ
GC	184	토마토 파스타	Tomato Pasta	トマトパスタ
GC	185	크림+파스타	Cream+Pasta	クリーム＋パスタ
GC	186	크림 파스타	Cream Pasta	クリームパスタ
GC	187	로제+파스타	Creamy Tomato+Pasta	トマトクリーム＋パスタ
GC	188	로제 파스타	Creamy Tomato Pasta	トマトクリームパスタ
GC	189	새우+토마토+파스타	Shrimp+Tomato+Pasta	エビ＋トマト＋パスタ
GC	190	새우 토마토 파스타	Shrimp Tomato Pasta	エビトマトパスタ
GC	191	새우+크림+파스타	Shrimp+Cream+Pasta	エビ＋クリーム＋パスタ
GC	192	새우 크림 파스타	Shrimp Cream Pasta	エビクリームパスタ
GC	193	새우+로제+파스타	Shrimp+Creamy Tomato+Pasta	エビ＋トマトクリーム＋パスタ
GC	194	새우 로제 파스타	Shrimp Creamy Tomato Pasta	エビトマトクリームパスタ
GC	195	치즈	Cheese	チーズ
GC	196	슬라이스 치즈	Sliced Cheese	薄切りチーズ
GC	197	녹인 치즈	Melted Cheese	とろけたチーズ
GC	198	돈장	Donjang Sauce	テンジャンソース
GC	199	곱창 구이	Grilled Pork Intestines	ポークホルモン焼き
GC	200	생 소시지	Raw Sausage	生ソーセージ
GC	201	훈제 소시지	Smoked Sausage	燻製ソーセージ
GC	202	구운 소시지	Grilled Sausage	焼いたソーセージ
GC	203	삶은 소시지	Boiled Sausage	ゆでソーセージ
GC	204	빵	Bread	パン
GC	205	빵조각	Bread Pieces	パン切れ
GC	206	빵가루	Breadcrumbs	パン粉
GC	207	감자	Potato	ジャガイモ
GC	208	구운 감자	Grilled Potato	焼きジャガイモ
GC	209	찐 감자	Steamed Potato	蒸しジャガイモ
GC	210	썬 감자	Sliced Potato	薄切りジャガイモ
GC	211	볶은 감자	Stir-fried Potato	炒めジャガイモ
GC	212	감자튀김	French Fries	フライドポテト
GC	213	삶은 감자	Boiled Potato	ゆでジャガイモ
GC	214	으깬 감자	Mashed Potato	マッシュポテト
GC	215	해시 브라운	Hash Browns	ハッシュドポテト
GC	216	감자 반죽	Potato Dough	ジャガイモ生地
GC	217	감자전	Potato Pancake	ジャガイモチヂミ
GC	218	양배추 절임	Pickled Cabbage	キャベツの漬物
GC	219	핫도그	Hot Dog	ホットドッグ
GC	220	치즈 핫도그	Cheese Hot Dog	チーズホットドッグ
GC	221	퐁뒤	Fondue	フォンデュ
GC	222	치즈 감자튀김	Cheese Fries	チーズポテト
GC	223	치즈 감자전	Cheese Potato Pancake	チーズジャガイモチヂミ
GC	224	족발+감자	Pork Trotters+Potato	チョッパル＋ジャガイモ
GC	225	족발+양배추 절임	Pork Trotters+Pickled Cabbage	チョッパル＋キャベツの漬物
GC	226	족발 정식	Pork Trotters Set	チョッパル定食
GC	227	소시지+감자	Sausage+Potato	ソーセージ＋ジャガイモ
GC	228	소시지+양배추 절임	Sausage+Pickled Cabbage	ソーセージ＋キャベツの漬物
GC	229	소시지 정식	Sausage Platter	ソーセージ盛り合わせ
GC	230	감자 샐러드	Potato Salad	ポテトサラダ
GC	231	생 커틀릿	Raw Cutlet	生カツレツ
GC	232	커틀릿	Cutlet	カツレツ
GC	233	생 미트볼	Raw Meatball	生ミートボール
GC	234	미트볼	Meatball	ミートボール
GC	235	와인	Wine	ワイン
GC	236	토마토 스튜 베이스	Tomato Stew Base	トマトシチューベース
GC	237	크림 스튜 베이스	Cream Stew Base	クリームシチューベース
GC	238	와인 스튜 베이스	Wine Stew Base	ワインシチューベース
GC	239	토마토+소고기	Tomato+Beef	トマト＋牛肉
GC	240	토마토 비프 스튜	Tomato Beef Stew	トマトビーフシチュー
GC	241	크림+소고기	Cream+Beef	クリーム＋牛肉
GC	242	크림 비프 스튜	Cream Beef Stew	クリームビーフシチュー
GC	243	와인+소고기	Wine+Beef	ワイン＋牛肉
GC	244	비프 스튜	Beef Stew	ビーフシチュー
GC	245	토마토+닭고기	Tomato+Chicken	トマト＋鶏肉
GC	246	토마토 치킨 스튜	Tomato Chicken Stew	トマトチキンシチュー
GC	247	크림+닭고기	Cream+Chicken	クリーム＋鶏肉
GC	248	크림 치킨 스튜	Cream Chicken Stew	クリームチキンシチュー
GC	249	와인+닭고기	Wine+Chicken	ワイン＋鶏肉
GC	250	치킨 스튜	Chicken Stew	チキンシチュー
GC	251	미트 소스	Meat Sauce	ミートソース
GC	252	스테이크 소스	Steak Sauce	ステーキソース
GC	253	뱅쇼	Mulled Wine	ホットワイン
GC	254	파이 생지	Pie Dough	パイ生地
GC	255	타르트 생지	Tart Dough	タルト生地
GC	256	소고기+파이	Beef+Pie Dough	牛肉＋パイ生地
GC	257	파이+소고기+파이	PD+Beef+PD	パイ生地＋牛肉＋パイ生地
GC	258	생 미트 파이	Raw Meat Pie	ミートパイ（焼く前）
GC	259	미트 파이	Meat Pie	ミートパイ
GC	260	설탕	Sugar	砂糖
GC	261	사과	Apple	リンゴ
GC	262	썬 사과	Sliced Apple	薄切りリンゴ
GC	263	사과+설탕	Apple+Sugar	リンゴ＋砂糖
GC	264	사과조림	Stewed Apples	リンゴの甘煮
GC	265	사과잼	Apple Jam	リンゴジャム
GC	266	스테이크+생지	Steak+Pastry Dough	ステーキ＋パイ生地
GC	267	생 비프 웰링턴	Raw Beef Wellington	ビーフウェリントン（焼く前）
GC	268	비프 웰링턴	Beef Wellington	ビーフウェリントン
GC	269	소고기+달걀	Beef+Egg	牛肉＋卵
GC	270	튀김옷	Batter	衣
GC	271	생 스카치 에그	Raw Scotch Egg	生スコッチエッグ
GC	272	스카치 에그	Scotch Egg	スコッチエッグ
GC	273	사과+파이	Apple+Pie Dough	リンゴ＋パイ生地
GC	274	파이+사과+파이	PD+Apple+PD	パイ生地＋リンゴ＋パイ生地
GC	275	생 사과 파이	Raw Apple Pie	アップルパイ（焼く前）
GC	276	사과 파이	Apple Pie	アップルパイ
GC	277	생 사과 타르트	Raw Apple Tart	アップルタルト（焼く前）
GC	278	사과 타르트	Apple Tart	アップルタルト
GC	279	생 사과잼 타르트	Raw Apple Jam Tart	リンゴジャムタルト（焼く前）
GC	280	사과잼 타르트	Apple Jam Tart	リンゴジャムタルト
GC	281	김	Seaweed	海苔
GC	282	김+밥	Seaweed+Rice	海苔＋ご飯
GC	283	김+밥+불고기	Seaweed+Rice+Bulgogi	海苔＋ご飯＋プルコギ
GC	284	불고기 김밥	Bulgogi Kimbap	プルコギキンパ
GC	285	김+밥+제육	Seaweed+Rice+Spicy Pork	海苔＋ご飯＋ジェユク
GC	286	제육 김밥	Spicy Pork Kimbap	ジェユクキンパ
GC	287	육회	Seasoned Raw Beef	ユッケ
GC	288	맛술	Cooking Wine	料理酒
GC	289	갈비 양념장	Galbi Marinade	カルビだれ
GC	290	소고기+갈비	Beef+Galbi Marinade	牛肉＋カルビだれ
GC	291	소갈비	Beef Short Ribs	牛カルビ
GC	292	돼지고기+갈비	Pork+Galbi Marinade	ポーク＋カルビだれ
GC	293	돼지갈비	Pork Ribs	ポークカルビ
GC	294	참치 군함말이초밥	Tuna Gunkan Sushi	マグロ軍艦巻き
GC	295	생새우초밥	Raw Shrimp Sushi	生エビ寿司
GC	296	새우초밥	Shrimp Sushi	エビ寿司
GC	297	삼각김밥	Onigiri	おにぎり
GC	298	야채 육수	Vegetable Broth	野菜出汁
GC	299	똠얌꿍	Tom Yum Goong	トムヤムクン
GC	300	똠얌꿍 쌀국수	Tom Yum Goong Noodle Soup	トムヤムクンフォー
GC	301	소고기 쌀국수	Beef Rice Noodle Soup	牛肉フォー
GC	302	닭고기 쌀국수	Chicken Rice Noodle Soup	鶏肉フォー
GC	303	토마토 스튜	Tomato Stew	トマトシチュー
GC	304	크림 스튜	Cream Stew	クリームシチュー
GC	305	볶은 야채	Stir-fried Vegetables	炒めた野菜
GC	306	흰자	Egg White	卵白
GC	307	노른자	Egg Yolk	卵黄
GC	308	흰자+설탕	Egg White+Sugar	卵白＋砂糖
GC	309	머랭	Meringue	メレンゲ
GC	310	머랭 쿠키	Meringue Cookie	メレンゲクッキー
GC	311	수플레 반죽	Soufflé Batter	スフレ生地
GC	312	수플레 팬케이크	Soufflé Pancake	スフレパンケーキ
GC	313	튀김가루	Frying Mix	天ぷら粉
GC	314	썬 닭고기+튀김가루	Sliced Chicken+Frying Mix	薄切り鶏肉＋天ぷら粉
GC	315	후라이드 치킨	Fried Chicken	フライドチキン
GC	316	조각낸 닭고기+튀김가루	Chopped Chicken+Frying Mix	角切り鶏肉＋天ぷら粉
GC	317	치킨 너겟	Chicken Nugget	から揚げ
GC	318	생 패티	Raw Patty	生パティ
GC	319	익힌 패티	Cooked Patty	焼いたパティ
GC	320	빵+패티	B+P	バンズ＋パティ
GC	321	빵+치즈	B+C	バンズ＋チーズ
GC	322	빵+패티+치즈	B+P+C	バンズ＋パティ＋チーズ
GC	323	빵+치킨	B+Chicken	バンズ＋チキン
GC	324	빵+치킨+치즈	B+Chicken+C	バンズ＋チキン＋チーズ
GC	325	고기 버거	Hamburger	ミートバーガー
GC	326	치즈고기 버거	Cheeseburger	チーズミートバーガー
GC	327	치킨 버거	Chicken Burger	チキンバーガー
GC	328	치즈치킨 버거	Chicken Cheeseburger	チキンチーズバーガー
GC	329	생 치즈스틱	Raw Cheese Stick	生チーズスティック
GC	330	치즈스틱	Cheese Stick	チーズスティック
GC	331	미트 소스 파스타	Meat Sauce Pasta	ミートソースパスタ
GC	332	야채 샌드위치	Vegetable Sandwich	野菜サンドイッチ
GC	333	새우 샌드위치	Shrimp Sandwich	エビサンドイッチ
GC	334	고기 샌드위치	Meat Sandwich	ミートサンドイッチ
GC	335	새우 필라프	Shrimp Pilaf	エビピラフ
GC	336	소고기 필라프	Beef Pilaf	ビーフピラフ
GC	337	핫소스	Chili Sauce	チリソース
GC	338	빈달루 커리	Vindaloo Curry	ヴィンダルーカレー
GC	339	새우 커리	Shrimp Curry	エビカレー
GC	340	조개	Clam	貝
GC	341	조개+파스타	Clams+Pasta	アサリ＋パスタ
GC	342	봉골레 파스타	Vongole Pasta	ヴォンゴレパスタ
GC	343	조개+육수+익은 쌀	Clams+Broth+Cooked Rice	アサリ＋出汁＋炊いた米
GC	344	봉골레 리소토	Vongole Risotto	ボンゴレリゾット
GC	345	와인+익은 쌀	Wine+Cooked Rice	ワイン＋炊いた米
GC	346	와인 리소토	Wine Risotto	ワインリゾット
GC	347	초콜릿	Chocolate	チョコ
GC	348	녹인 초콜릿	Melted Chocolate	溶かしたチョコ
GC	349	초코 퐁뒤	Chocolate Fondue	チョコフォンデュ
GC	350	커리+토마토	Curry+Tomato	カレー＋トマト
GC	351	커리 소시지	Curried Sausage	カレーソーセージ
GC	352	당면	Glass Noodles	春雨
GC	353	썬 당면	Sliced Glass Noodles	切った春雨
GC	354	당면+돼지	Glass Noodles+Pork	春雨＋ポーク
GC	355	생 순대	Raw Blood Sausage	生スンデ
GC	356	순대	Blood Sausage	スンデ
GC	357	오크라	Okra	オクラ
GC	358	썬 오크라	Sliced Okra	薄切りオクラ
GC	359	토마토+오크라	Tomato+Okra	トマト＋オクラ
GC	360	토마토 오크라 스튜	Tomato Okra Stew	トマトオクラシチュー
GC	361	토마토+오크라+소고기	Tomato+Okra+Beef	トマト＋オクラ＋牛肉
GC	362	토마토 오크라 비프 스튜	Tomato Okra Beef Stew	トマトオクラビーフシチュー
GC	363	토마토+양고기	Tomato+Lamb	トマト＋ラム肉
GC	364	토마토 양고기 스튜	Tomato Lamb Stew	ラムのトマトシチュー
GC	365	와인+양고기	Wine+Lamb	ワイン＋ラム肉
GC	366	양고기 스튜	Lamb Stew	ラムシチュー
GC	367	정어리	Sardine	イワシ
GC	368	손질한 정어리	Sliced Sardine	捌いたイワシ
GC	369	정어리+파이	Sardine+Pie Dough	イワシ＋パイ生地
GC	370	파이+정어리+파이	PD+Sardine+PD	パイ生地＋イワシ＋パイ生地
